NAN,2017-07-18,09:31:00,14.30,14.30,14.30,14.30,863
NAN,2017-07-18,09:41:00,14.26,14.26,14.26,14.26,927
NAN,2017-07-18,09:51:00,14.28,14.29,14.28,14.29,1400
NAN,2017-07-18,10:07:00,14.28,14.28,14.28,14.28,100
NAN,2017-07-18,10:13:00,14.27,14.27,14.27,14.27,100
NAN,2017-07-18,10:31:00,14.27,14.27,14.27,14.27,100
NAN,2017-07-18,10:39:00,14.27,14.31,14.27,14.29,4200
NAN,2017-07-18,10:50:00,14.30,14.30,14.29,14.29,500
NAN,2017-07-18,11:09:00,14.29,14.29,14.28,14.28,1400
NAN,2017-07-18,11:45:00,14.29,14.29,14.29,14.29,1020
NAN,2017-07-18,11:53:00,14.29,14.29,14.29,14.29,100
NAN,2017-07-18,11:54:00,14.29,14.29,14.29,14.29,100
NAN,2017-07-18,11:56:00,14.31,14.31,14.31,14.31,1020
NAN,2017-07-18,13:43:00,14.30,14.30,14.30,14.30,607
NAN,2017-07-18,15:00:00,14.31,14.31,14.30,14.30,4300
NAN,2017-07-18,15:01:00,14.30,14.30,14.29,14.29,600
NAN,2017-07-18,15:02:00,14.28,14.28,14.28,14.28,200
NAN,2017-07-18,15:06:00,14.28,14.28,14.28,14.28,300
NAN,2017-07-18,15:09:00,14.28,14.28,14.28,14.28,100
NAN,2017-07-18,15:13:00,14.28,14.28,14.28,14.28,100
NAN,2017-07-18,15:15:00,14.28,14.28,14.28,14.28,100
NAN,2017-07-18,15:30:00,14.30,14.30,14.30,14.30,590
NAN,2017-07-18,15:35:00,14.30,14.30,14.30,14.30,100
NAN,2017-07-18,15:36:00,14.30,14.30,14.30,14.30,600
NAN,2017-07-18,15:41:00,14.30,14.30,14.30,14.30,100
NAN,2017-07-18,15:43:00,14.30,14.30,14.30,14.30,300
NAN,2017-07-18,15:44:00,14.30,14.30,14.30,14.30,1000
NAN,2017-07-18,15:46:00,14.30,14.30,14.30,14.30,700
NAN,2017-07-18,15:47:00,14.30,14.30,14.30,14.30,100
NAN,2017-07-18,15:48:00,14.30,14.30,14.30,14.30,600
NAN,2017-07-18,15:50:00,14.30,14.30,14.30,14.30,300
NAN,2017-07-18,15:51:00,14.30,14.32,14.30,14.32,5402
NAN,2017-07-18,15:52:00,14.30,14.32,14.30,14.32,500
NAN,2017-07-18,15:53:00,14.32,14.32,14.32,14.32,600
NAN,2017-07-18,16:00:00,14.33,14.34,14.33,14.34,698
NAN,2017-07-19,09:31:00,14.34,14.34,14.34,14.34,2936
